"year","area","site","spec"
"2020",53.38,"E2B","Pocillopora"
"2016",68.3,"E2B","Pocillopora"
"2018",113.9,"E2B","Pocillopora"
"2020",148.8,"E2B","Pocillopora"
"2022",69.29,"E2B","Pocillopora"
"2016",16.93,"E2B","Pocillopora"
"2016",43.67,"E2B","Pocillopora"
"2018",29.63,"E2B","Pocillopora"
"2016",57.78,"E2B","Pocillopora"
"2016",36.5,"E2B","Pocillopora"
"2018",32.29,"E2B","Pocillopora"
"2016",22.73,"E2B","Pocillopora"
"2016",49.07,"E2B","Pocillopora"
"2016",99.84,"E2B","Pocillopora"
"2018",125.88,"E2B","Pocillopora"
"2020",38.8,"E2B","Pocillopora"
"2016",39.2,"E2B","Pocillopora"
"2016",50.74,"E2B","Pocillopora"
"2018",80.13,"E2B","Pocillopora"
"2016",14.19,"E2B","Pocillopora"
"2018",33.66,"E2B","Pocillopora"
"2016",37.35,"E2B","Pocillopora"
"2016",3.22,"E2B","Pocillopora"
"2016",14.64,"E2B","Pocillopora"
"2018",44.72,"E2B","Pocillopora"
"2020",54.27,"E2B","Pocillopora"
"2016",46.59,"E2B","Pocillopora"
"2016",44.66,"E2B","Pocillopora"
"2018",82.29,"E2B","Pocillopora"
"2020",101.81,"E2B","Pocillopora"
"2016",15.39,"E2B","Pocillopora"
"2016",47.42,"E2B","Pocillopora"
"2016",42.95,"E2B","Pocillopora"
"2016",217.45,"E2B","Pocillopora"
"2018",367.81,"E2B","Pocillopora"
"2020",210.38,"E2B","Pocillopora"
"2016",104.77,"E2B","Pocillopora"
"2018",179.18,"E2B","Pocillopora"
"2020",188.05,"E2B","Pocillopora"
"2016",125.77,"E2B","Pocillopora"
"2018",230,"E2B","Pocillopora"
"2020",195.22,"E2B","Pocillopora"
"2022",64.48,"E2B","Pocillopora"
"2016",35.53,"E2B","Pocillopora"
"2016",24.44,"E2B","Pocillopora"
"2016",43.49,"E2B","Pocillopora"
"2018",27.26,"E2B","Pocillopora"
"2016",52.71,"E2B","Pocillopora"
"2018",81.21,"E2B","Pocillopora"
"2016",12.03,"E2B","Pocillopora"
"2016",116.36,"E2B","Pocillopora"
"2018",179.62,"E2B","Pocillopora"
"2016",10.93,"E2B","Pocillopora"
"2018",27.35,"E2B","Pocillopora"
"2016",16.68,"E2B","Pocillopora"
"2016",7.17,"E2B","Pocillopora"
"2016",55.82,"E2B","Pocillopora"
"2018",85.01,"E2B","Pocillopora"
"2016",15.32,"E2B","Pocillopora"
"2016",60.94,"E2B","Pocillopora"
"2018",103.92,"E2B","Pocillopora"
"2020",114.34,"E2B","Pocillopora"
"2022",109.12,"E2B","Pocillopora"
"2016",38.84,"E2B","Pocillopora"
"2018",80.21,"E2B","Pocillopora"
"2020",100.33,"E2B","Pocillopora"
"2016",216.84,"E2B","Pocillopora"
"2018",366.9,"E2B","Pocillopora"
"2020",156.42,"E2B","Pocillopora"
"2016",146.08,"E2B","Pocillopora"
"2018",141.61,"E2B","Pocillopora"
"2020",6.68,"E2B","Pocillopora"
"2016",37.15,"E2B","Pocillopora"
"2018",59.7,"E2B","Pocillopora"
"2018",30.48,"E2B","Pocillopora"
"2018",11.14,"E2B","Pocillopora"
"2018",65.74,"E2B","Pocillopora"
"2020",79.7,"E2B","Pocillopora"
"2018",15.51,"E2B","Pocillopora"
"2020",4.78,"E2B","Pocillopora"
"2020",3.85,"E2B","Pocillopora"
"2022",7.11,"E2B","Pocillopora"
"2022",3.53,"E2B","Pocillopora"
"2016",41.08,"E2B","Pocillopora"
"2018",105.01,"E2B","Pocillopora"
"2016",82.25,"E2B","Pocillopora"
"2018",177.78,"E2B","Pocillopora"
"2020",141.67,"E2B","Pocillopora"
"2016",408.86,"E2B","Pocillopora"
"2018",1008.87,"E2B","Pocillopora"
"2016",76.33,"E2B","Pocillopora"
"2018",173.06,"E2B","Pocillopora"
"2020",54.9,"E2B","Pocillopora"
"2022",53.32,"E2B","Pocillopora"
"2016",82.74,"E2B","Pocillopora"
"2018",6.43,"E2B","Pocillopora"
"2016",110.48,"E2B","Pocillopora"
"2018",105.26,"E2B","Pocillopora"
"2016",154.79,"E2B","Pocillopora"
"2018",278.56,"E2B","Pocillopora"
"2020",193.38,"E2B","Pocillopora"
"2022",121.8,"E2B","Pocillopora"
"2016",71.68,"E2B","Pocillopora"
"2018",18.62,"E2B","Pocillopora"
"2016",113.42,"E2B","Pocillopora"
"2018",210.29,"E2B","Pocillopora"
"2020",244.68,"E2B","Pocillopora"
"2022",197.3,"E2B","Pocillopora"
"2016",32.2,"E2B","Pocillopora"
"2016",20.05,"E2B","Pocillopora"
"2016",37.13,"E2B","Pocillopora"
"2018",71.99,"E2B","Pocillopora"
"2020",24.7,"E2B","Pocillopora"
"2016",221.45,"E2B","Pocillopora"
"2018",535.77,"E2B","Pocillopora"
"2016",170.6,"E2B","Pocillopora"
"2018",413.17,"E2B","Pocillopora"
"2016",18.62,"E2B","Pocillopora"
"2016",7.6,"E2B","Pocillopora"
"2016",11.62,"E2B","Pocillopora"
"2018",53.29,"E2B","Pocillopora"
"2016",20.29,"E2B","Pocillopora"
"2018",121.84,"E2B","Pocillopora"
"2020",148.35,"E2B","Pocillopora"
"2022",142.21,"E2B","Pocillopora"
"2016",221.21,"E2B","Pocillopora"
"2018",265.63,"E2B","Pocillopora"
"2020",230.08,"E2B","Pocillopora"
"2022",142.46,"E2B","Pocillopora"
"2016",9.44,"E2B","Pocillopora"
"2018",61.4,"E2B","Pocillopora"
"2016",123.2,"E2B","Pocillopora"
"2018",284.17,"E2B","Pocillopora"
"2020",223.89,"E2B","Pocillopora"
"2022",60.97,"E2B","Pocillopora"
"2016",262.47,"E2B","Pocillopora"
"2018",587.27,"E2B","Pocillopora"
"2020",131.93,"E2B","Pocillopora"
"2022",16.51,"E2B","Pocillopora"
"2016",18.34,"E2B","Pocillopora"
"2018",18.45,"E2B","Pocillopora"
"2016",91.83,"E2B","Pocillopora"
"2018",64.65,"E2B","Pocillopora"
"2016",35.07,"E2B","Pocillopora"
"2018",59.71,"E2B","Pocillopora"
"2020",53.82,"E2B","Pocillopora"
"2022",74.04,"E2B","Pocillopora"
"2016",62.75,"E2B","Pocillopora"
"2018",74.39,"E2B","Pocillopora"
"2020",35.48,"E2B","Pocillopora"
"2016",38.51,"E2B","Pocillopora"
"2018",21.83,"E2B","Pocillopora"
"2016",24.83,"E2B","Pocillopora"
"2016",94.4,"E2B","Pocillopora"
"2018",129.05,"E2B","Pocillopora"
"2018",8.26,"E2B","Pocillopora"
"2020",19.24,"E2B","Pocillopora"
"2022",24.61,"E2B","Pocillopora"
"2018",12.52,"E2B","Pocillopora"
"2018",4.97,"E2B","Pocillopora"
"2020",30.62,"E2B","Pocillopora"
"2020",0.62,"E2B","Pocillopora"
"2022",10.3,"E2B","Pocillopora"
"2016",250.55,"E2B","Pocillopora"
"2018",152.1,"E2B","Pocillopora"
"2020",164.37,"E2B","Pocillopora"
"2016",356.61,"E2B","Pocillopora"
"2018",477.12,"E2B","Pocillopora"
"2016",36.03,"E2B","Pocillopora"
"2018",27.83,"E2B","Pocillopora"
"2016",33.36,"E2B","Pocillopora"
"2018",18.15,"E2B","Pocillopora"
"2016",123.85,"E2B","Pocillopora"
"2018",194.53,"E2B","Pocillopora"
"2016",36.26,"E2B","Pocillopora"
"2018",28.35,"E2B","Pocillopora"
"2016",59.96,"E2B","Pocillopora"
"2018",37.73,"E2B","Pocillopora"
"2016",265.2,"E2B","Pocillopora"
"2018",532.15,"E2B","Pocillopora"
"2016",50.69,"E2B","Pocillopora"
"2018",19.46,"E2B","Pocillopora"
"2016",100.14,"E2B","Pocillopora"
"2016",109.36,"E2B","Pocillopora"
"2016",75.86,"E2B","Pocillopora"
"2018",35.29,"E2B","Pocillopora"
"2016",25.48,"E2B","Pocillopora"
"2018",57.48,"E2B","Pocillopora"
"2020",28.21,"E2B","Pocillopora"
"2016",16.12,"E2B","Pocillopora"
"2016",97.87,"E2B","Pocillopora"
"2018",115.45,"E2B","Pocillopora"
"2020",144.83,"E2B","Pocillopora"
"2016",52.12,"E2B","Pocillopora"
"2018",60.53,"E2B","Pocillopora"
"2020",38.81,"E2B","Pocillopora"
"2016",56.37,"E2B","Pocillopora"
"2018",124.57,"E2B","Pocillopora"
"2020",150.04,"E2B","Pocillopora"
"2022",165.95,"E2B","Pocillopora"
"2016",46.33,"E2B","Pocillopora"
"2016",47.13,"E2B","Pocillopora"
"2018",102.8,"E2B","Pocillopora"
"2020",18.94,"E2B","Pocillopora"
"2016",6.58,"E2B","Pocillopora"
"2016",134.81,"E2B","Pocillopora"
"2018",256.67,"E2B","Pocillopora"
"2016",18.16,"E2B","Pocillopora"
"2018",29.84,"E2B","Pocillopora"
"2016",4.12,"E2B","Pocillopora"
"2016",14.23,"E2B","Pocillopora"
"2016",26.71,"E2B","Pocillopora"
"2018",62.11,"E2B","Pocillopora"
"2016",95.77,"E2B","Pocillopora"
"2018",302.96,"E2B","Pocillopora"
"2016",6.47,"E2B","Pocillopora"
"2016",5.78,"E2B","Pocillopora"
"2016",92.61,"E2B","Pocillopora"
"2018",32.42,"E2B","Pocillopora"
"2016",29.2,"E2B","Pocillopora"
"2018",77.01,"E2B","Pocillopora"
"2016",94.67,"E2B","Pocillopora"
"2018",207.32,"E2B","Pocillopora"
"2020",225.48,"E2B","Pocillopora"
"2016",11.37,"E2B","Pocillopora"
"2016",64.15,"E2B","Pocillopora"
"2018",103.4,"E2B","Pocillopora"
"2016",40.87,"E2B","Pocillopora"
"2018",116.99,"E2B","Pocillopora"
"2020",25.38,"E2B","Pocillopora"
"2016",33.84,"E2B","Pocillopora"
"2018",43.64,"E2B","Pocillopora"
"2020",5.13,"E2B","Pocillopora"
"2016",82.06,"E2B","Pocillopora"
"2018",190.36,"E2B","Pocillopora"
"2016",45.6,"E2B","Pocillopora"
"2018",81.99,"E2B","Pocillopora"
"2020",90.69,"E2B","Pocillopora"
"2022",16.81,"E2B","Pocillopora"
"2016",58.73,"E2B","Pocillopora"
"2018",84.03,"E2B","Pocillopora"
"2020",65.27,"E2B","Pocillopora"
"2018",26.47,"E2B","Pocillopora"
"2018",6.6,"E2B","Pocillopora"
"2018",32.12,"E2B","Pocillopora"
"2018",28.22,"E2B","Pocillopora"
"2020",8.89,"E2B","Pocillopora"
"2018",10.73,"E2B","Pocillopora"
"2018",10.96,"E2B","Pocillopora"
"2020",28.82,"E2B","Pocillopora"
"2020",62.47,"E2B","Pocillopora"
"2020",1.97,"E2B","Pocillopora"
"2022",1.32,"E2B","Pocillopora"
"2016",96.74,"E2B","Pocillopora"
"2018",192.85,"E2B","Pocillopora"
"2020",203.45,"E2B","Pocillopora"
"2022",134.42,"E2B","Pocillopora"
"2016",5.85,"E2B","Pocillopora"
"2016",63.35,"E2B","Pocillopora"
"2018",83.69,"E2B","Pocillopora"
"2016",4.49,"E2B","Pocillopora"
"2016",123.95,"E2B","Pocillopora"
"2018",224.64,"E2B","Pocillopora"
"2016",104.38,"E2B","Pocillopora"
"2016",55.84,"E2B","Pocillopora"
"2018",108.14,"E2B","Pocillopora"
"2020",63.15,"E2B","Pocillopora"
"2016",93.67,"E2B","Pocillopora"
"2018",117.3,"E2B","Pocillopora"
"2016",41.36,"E2B","Pocillopora"
"2018",141.65,"E2B","Pocillopora"
"2020",52.52,"E2B","Pocillopora"
"2016",144.28,"E2B","Pocillopora"
"2018",323.81,"E2B","Pocillopora"
"2020",47.5,"E2B","Pocillopora"
"2016",6.88,"E2B","Pocillopora"
"2018",34.39,"E2B","Pocillopora"
"2020",26.76,"E2B","Pocillopora"
"2016",48.65,"E2B","Pocillopora"
"2018",98.61,"E2B","Pocillopora"
"2020",34.26,"E2B","Pocillopora"
"2016",24.42,"E2B","Pocillopora"
"2016",38.18,"E2B","Pocillopora"
"2018",58.23,"E2B","Pocillopora"
"2020",60.77,"E2B","Pocillopora"
"2022",74.18,"E2B","Pocillopora"
"2016",220.38,"E2B","Pocillopora"
"2018",252.85,"E2B","Pocillopora"
"2020",52.88,"E2B","Pocillopora"
"2016",10.15,"E2B","Pocillopora"
"2018",68.88,"E2B","Pocillopora"
"2016",81.75,"E2B","Pocillopora"
"2018",62.96,"E2B","Pocillopora"
"2016",21.23,"E2B","Pocillopora"
"2018",68.32,"E2B","Pocillopora"
"2016",71.36,"E2B","Pocillopora"
"2018",165.85,"E2B","Pocillopora"
"2020",113.19,"E2B","Pocillopora"
"2022",39.01,"E2B","Pocillopora"
"2016",10.92,"E2B","Pocillopora"
"2018",11.78,"E2B","Pocillopora"
"2016",21.1,"E2B","Pocillopora"
"2018",75.18,"E2B","Pocillopora"
"2020",49.5,"E2B","Pocillopora"
"2016",56.03,"E2B","Pocillopora"
"2018",19.81,"E2B","Pocillopora"
"2016",169.5,"E2B","Pocillopora"
"2018",400.91,"E2B","Pocillopora"
"2016",31.04,"E2B","Pocillopora"
"2018",24.97,"E2B","Pocillopora"
"2016",101.15,"E2B","Pocillopora"
"2018",246.36,"E2B","Pocillopora"
"2020",238.88,"E2B","Pocillopora"
"2022",64.72,"E2B","Pocillopora"
"2016",3.56,"E2B","Pocillopora"
"2016",51.12,"E2B","Pocillopora"
"2018",50.88,"E2B","Pocillopora"
"2016",80.74,"E2B","Pocillopora"
"2018",133.27,"E2B","Pocillopora"
"2016",33.91,"E2B","Pocillopora"
"2018",43.41,"E2B","Pocillopora"
"2020",55.26,"E2B","Pocillopora"
"2020",5.3,"E2B","Pocillopora"
"2022",17.82,"E2B","Pocillopora"
"2020",17.34,"E2B","Pocillopora"
"2022",7.41,"E2B","Pocillopora"
"2020",5.72,"E2B","Pocillopora"
"2022",27.35,"E2B","Pocillopora"
"2022",4.45,"E2B","Pocillopora"
"2022",2.33,"E2B","Pocillopora"
"2016",192.26,"E2B","Pocillopora"
"2018",398.25,"E2B","Pocillopora"
"2016",50.55,"E2B","Pocillopora"
"2018",54.87,"E2B","Pocillopora"
"2016",89.54,"E2B","Pocillopora"
"2018",224.56,"E2B","Pocillopora"
"2020",109.96,"E2B","Pocillopora"
"2022",47.9,"E2B","Pocillopora"
"2016",65.06,"E2B","Pocillopora"
"2018",49.68,"E2B","Pocillopora"
"2020",19.42,"E2B","Pocillopora"
"2016",144.07,"E2B","Pocillopora"
"2018",208.7,"E2B","Pocillopora"
"2016",94.55,"E2B","Pocillopora"
"2018",300.48,"E2B","Pocillopora"
"2016",96.57,"E2B","Pocillopora"
"2018",123.47,"E2B","Pocillopora"
"2016",74.14,"E2B","Pocillopora"
"2018",165.08,"E2B","Pocillopora"
"2020",206.38,"E2B","Pocillopora"
"2016",62.46,"E2B","Pocillopora"
"2018",204.97,"E2B","Pocillopora"
"2020",251.21,"E2B","Pocillopora"
"2022",189.23,"E2B","Pocillopora"
"2016",232.35,"E2B","Pocillopora"
"2018",206.7,"E2B","Pocillopora"
"2020",95.57,"E2B","Pocillopora"
"2022",10.87,"E2B","Pocillopora"
"2016",274.88,"E2B","Pocillopora"
"2018",162.45,"E2B","Pocillopora"
"2016",155.66,"E2B","Pocillopora"
"2018",158.79,"E2B","Pocillopora"
"2020",163.52,"E2B","Pocillopora"
"2022",55.42,"E2B","Pocillopora"
"2016",131.03,"E2B","Pocillopora"
"2018",327.06,"E2B","Pocillopora"
"2016",43.88,"E2B","Pocillopora"
"2018",126.02,"E2B","Pocillopora"
"2020",128.84,"E2B","Pocillopora"
"2016",107.66,"E2B","Pocillopora"
"2018",163.86,"E2B","Pocillopora"
"2016",115.87,"E2B","Pocillopora"
"2018",79.62,"E2B","Pocillopora"
"2016",61.35,"E2B","Pocillopora"
"2018",68.79,"E2B","Pocillopora"
"2020",88.5,"E2B","Pocillopora"
"2016",85.79,"E2B","Pocillopora"
"2018",85.65,"E2B","Pocillopora"
"2020",91.92,"E2B","Pocillopora"
"2016",135.4,"E2B","Pocillopora"
"2018",204.38,"E2B","Pocillopora"
"2020",176.75,"E2B","Pocillopora"
"2016",41.6,"E2B","Pocillopora"
"2016",52.28,"E2B","Pocillopora"
"2016",66.47,"E2B","Pocillopora"
"2018",143.04,"E2B","Pocillopora"
"2016",123.94,"E2B","Pocillopora"
"2018",147.36,"E2B","Pocillopora"
"2020",24.94,"E2B","Pocillopora"
"2016",203.1,"E2B","Pocillopora"
"2018",306.76,"E2B","Pocillopora"
"2020",106.11,"E2B","Pocillopora"
"2022",121.75,"E2B","Pocillopora"
"2016",107.44,"E2B","Pocillopora"
"2018",168.26,"E2B","Pocillopora"
"2020",32.3,"E2B","Pocillopora"
"2016",17.38,"E2B","Pocillopora"
"2016",116.92,"E2B","Pocillopora"
"2018",450.08,"E2B","Pocillopora"
"2020",129.33,"E2B","Pocillopora"
"2016",82.51,"E2B","Pocillopora"
"2018",263.68,"E2B","Pocillopora"
"2020",21.32,"E2B","Pocillopora"
"2016",14.59,"E2B","Pocillopora"
"2018",17.85,"E2B","Pocillopora"
"2016",42.37,"E2B","Pocillopora"
"2016",21.47,"E2B","Pocillopora"
"2018",81.75,"E2B","Pocillopora"
"2020",95.56,"E2B","Pocillopora"
"2016",13.41,"E2B","Pocillopora"
"2018",23.79,"E2B","Pocillopora"
"2020",32.87,"E2B","Pocillopora"
"2016",3.02,"E2B","Pocillopora"
"2018",53.7,"E2B","Pocillopora"
"2020",96.5,"E2B","Pocillopora"
"2022",124.3,"E2B","Pocillopora"
"2018",15.9,"E2B","Pocillopora"
"2020",11.04,"E2B","Pocillopora"
"2018",9.83,"E2B","Pocillopora"
"2018",3.52,"E2B","Pocillopora"
"2020",32.58,"E2B","Pocillopora"
"2020",1.47,"E2B","Pocillopora"
"2020",5.53,"E2B","Pocillopora"
"2022",13.31,"E2B","Pocillopora"
"2022",5.51,"E2B","Pocillopora"
"2022",7.51,"E2B","Pocillopora"
"2022",0.75,"E2B","Pocillopora"
"2016",16.76,"HAA","Pocillopora"
"2018",66.55,"HAA","Pocillopora"
"2020",67.98,"HAA","Pocillopora"
"2022",39.43,"HAA","Pocillopora"
"2016",64.95,"HAA","Pocillopora"
"2016",95.85,"HAA","Pocillopora"
"2018",309.49,"HAA","Pocillopora"
"2016",79.17,"HAA","Pocillopora"
"2016",2.81,"HAA","Pocillopora"
"2018",41.72,"HAA","Pocillopora"
"2016",26.19,"HAA","Pocillopora"
"2018",54.87,"HAA","Pocillopora"
"2016",15.01,"HAA","Pocillopora"
"2016",23.65,"HAA","Pocillopora"
"2018",47.12,"HAA","Pocillopora"
"2016",89.07,"HAA","Pocillopora"
"2018",286.54,"HAA","Pocillopora"
"2020",161.94,"HAA","Pocillopora"
"2016",15.19,"HAA","Pocillopora"
"2016",66.7,"HAA","Pocillopora"
"2016",59.64,"HAA","Pocillopora"
"2018",132.67,"HAA","Pocillopora"
"2016",155.42,"HAA","Pocillopora"
"2016",350.14,"HAA","Pocillopora"
"2018",600.01,"HAA","Pocillopora"
"2016",61.2,"HAA","Pocillopora"
"2016",363.97,"HAA","Pocillopora"
"2018",720.4,"HAA","Pocillopora"
"2018",8.69,"HAA","Pocillopora"
"2018",2.79,"HAA","Pocillopora"
"2020",26.45,"HAA","Pocillopora"
"2018",2.9,"HAA","Pocillopora"
"2020",37.6,"HAA","Pocillopora"
"2022",104.13,"HAA","Pocillopora"
"2018",9.68,"HAA","Pocillopora"
"2018",5.73,"HAA","Pocillopora"
"2018",4.87,"HAA","Pocillopora"
"2020",75.31,"HAA","Pocillopora"
"2022",70.28,"HAA","Pocillopora"
"2020",11.37,"HAA","Pocillopora"
"2022",20.73,"HAA","Pocillopora"
"2020",7.19,"HAA","Pocillopora"
"2022",4.18,"HAA","Pocillopora"
"2016",6.92,"HAA","Pocillopora"
"2018",47.86,"HAA","Pocillopora"
"2020",93.82,"HAA","Pocillopora"
"2022",122.82,"HAA","Pocillopora"
"2016",2.45,"HAA","Pocillopora"
"2018",21.75,"HAA","Pocillopora"
"2020",65.11,"HAA","Pocillopora"
"2022",75.41,"HAA","Pocillopora"
"2016",18.54,"HAA","Pocillopora"
"2016",3.15,"HAA","Pocillopora"
"2018",34.78,"HAA","Pocillopora"
"2016",10.01,"HAA","Pocillopora"
"2018",30.78,"HAA","Pocillopora"
"2020",24.15,"HAA","Pocillopora"
"2022",33.71,"HAA","Pocillopora"
"2016",41.83,"HAA","Pocillopora"
"2018",65.58,"HAA","Pocillopora"
"2020",64.62,"HAA","Pocillopora"
"2022",10.47,"HAA","Pocillopora"
"2016",91.15,"HAA","Pocillopora"
"2016",3.68,"HAA","Pocillopora"
"2016",2.74,"HAA","Pocillopora"
"2018",38.43,"HAA","Pocillopora"
"2020",138.37,"HAA","Pocillopora"
"2022",138.35,"HAA","Pocillopora"
"2016",4.83,"HAA","Pocillopora"
"2018",46.93,"HAA","Pocillopora"
"2020",127.17,"HAA","Pocillopora"
"2022",66.87,"HAA","Pocillopora"
"2018",4.77,"HAA","Pocillopora"
"2018",4.77,"HAA","Pocillopora"
"2018",2.68,"HAA","Pocillopora"
"2018",4.46,"HAA","Pocillopora"
"2020",16.4,"HAA","Pocillopora"
"2022",20.44,"HAA","Pocillopora"
"2018",7.22,"HAA","Pocillopora"
"2020",33.19,"HAA","Pocillopora"
"2022",29.15,"HAA","Pocillopora"
"2018",1.88,"HAA","Pocillopora"
"2018",72.07,"HAA","Pocillopora"
"2020",150.4,"HAA","Pocillopora"
"2022",211.44,"HAA","Pocillopora"
"2018",346.38,"HAA","Pocillopora"
"2018",3.09,"HAA","Pocillopora"
"2018",2.68,"HAA","Pocillopora"
"2020",62.43,"HAA","Pocillopora"
"2020",1.77,"HAA","Pocillopora"
"2022",10.69,"HAA","Pocillopora"
"2022",2.55,"HAA","Pocillopora"
"2022",2.47,"HAA","Pocillopora"
"2016",3.91,"HAA","Pocillopora"
"2016",109.24,"HAA","Pocillopora"
"2018",296.45,"HAA","Pocillopora"
"2020",27.95,"HAA","Pocillopora"
"2022",65.6,"HAA","Pocillopora"
"2016",443.99,"HAA","Pocillopora"
"2018",557.86,"HAA","Pocillopora"
"2020",21.34,"HAA","Pocillopora"
"2016",148.49,"HAA","Pocillopora"
"2018",255.52,"HAA","Pocillopora"
"2020",279.57,"HAA","Pocillopora"
"2022",227.33,"HAA","Pocillopora"
"2016",30.73,"HAA","Pocillopora"
"2018",64.02,"HAA","Pocillopora"
"2020",221.84,"HAA","Pocillopora"
"2022",226.76,"HAA","Pocillopora"
"2016",5.08,"HAA","Pocillopora"
"2016",84.15,"HAA","Pocillopora"
"2018",138.99,"HAA","Pocillopora"
"2016",120.1,"HAA","Pocillopora"
"2018",189.21,"HAA","Pocillopora"
"2020",44.86,"HAA","Pocillopora"
"2016",25.97,"HAA","Pocillopora"
"2016",58.41,"HAA","Pocillopora"
"2018",129.61,"HAA","Pocillopora"
"2020",53.16,"HAA","Pocillopora"
"2016",5.88,"HAA","Pocillopora"
"2016",11.81,"HAA","Pocillopora"
"2016",6.68,"HAA","Pocillopora"
"2016",1.09,"HAA","Pocillopora"
"2016",6.65,"HAA","Pocillopora"
"2016",11.47,"HAA","Pocillopora"
"2016",3.16,"HAA","Pocillopora"
"2018",61.42,"HAA","Pocillopora"
"2016",2.84,"HAA","Pocillopora"
"2018",45.47,"HAA","Pocillopora"
"2020",25.96,"HAA","Pocillopora"
"2016",4.09,"HAA","Pocillopora"
"2018",38.35,"HAA","Pocillopora"
"2020",5.47,"HAA","Pocillopora"
"2016",5.12,"HAA","Pocillopora"
"2018",42.38,"HAA","Pocillopora"
"2020",76.64,"HAA","Pocillopora"
"2022",97.34,"HAA","Pocillopora"
"2016",16.9,"HAA","Pocillopora"
"2016",5.04,"HAA","Pocillopora"
"2018",34.44,"HAA","Pocillopora"
"2020",94.15,"HAA","Pocillopora"
"2016",4.09,"HAA","Pocillopora"
"2018",34.69,"HAA","Pocillopora"
"2018",4.06,"HAA","Pocillopora"
"2018",6.08,"HAA","Pocillopora"
"2020",51.93,"HAA","Pocillopora"
"2018",14.65,"HAA","Pocillopora"
"2020",14.8,"HAA","Pocillopora"
"2018",12.98,"HAA","Pocillopora"
"2020",26.49,"HAA","Pocillopora"
"2022",35.31,"HAA","Pocillopora"
"2018",6.08,"HAA","Pocillopora"
"2020",8.52,"HAA","Pocillopora"
"2022",24.41,"HAA","Pocillopora"
"2020",4.13,"HAA","Pocillopora"
"2020",13.55,"HAA","Pocillopora"
"2020",108.65,"HAA","Pocillopora"
"2022",138.88,"HAA","Pocillopora"
"2022",7.32,"HAA","Pocillopora"
"2022",4.09,"HAA","Pocillopora"
"2016",49.05,"HAA","Pocillopora"
"2018",126.89,"HAA","Pocillopora"
"2020",31.06,"HAA","Pocillopora"
"2022",10.3,"HAA","Pocillopora"
"2016",44.04,"HAA","Pocillopora"
"2018",71.83,"HAA","Pocillopora"
"2020",33.14,"HAA","Pocillopora"
"2016",126.79,"HAA","Pocillopora"
"2018",217.97,"HAA","Pocillopora"
"2016",16.5,"HAA","Pocillopora"
"2016",174.7,"HAA","Pocillopora"
"2018",256.23,"HAA","Pocillopora"
"2020",277.1,"HAA","Pocillopora"
"2022",354.48,"HAA","Pocillopora"
"2016",72.59,"HAA","Pocillopora"
"2018",217,"HAA","Pocillopora"
"2016",110.86,"HAA","Pocillopora"
"2018",150.98,"HAA","Pocillopora"
"2020",1.86,"HAA","Pocillopora"
"2016",6.17,"HAA","Pocillopora"
"2018",20.52,"HAA","Pocillopora"
"2016",41.17,"HAA","Pocillopora"
"2018",53.61,"HAA","Pocillopora"
"2016",266.18,"HAA","Pocillopora"
"2018",629.57,"HAA","Pocillopora"
"2016",35.05,"HAA","Pocillopora"
"2018",93.5,"HAA","Pocillopora"
"2020",114.3,"HAA","Pocillopora"
"2016",28.54,"HAA","Pocillopora"
"2018",46.95,"HAA","Pocillopora"
"2020",53.41,"HAA","Pocillopora"
"2016",5.15,"HAA","Pocillopora"
"2018",22.31,"HAA","Pocillopora"
"2020",10.87,"HAA","Pocillopora"
"2022",14.72,"HAA","Pocillopora"
"2016",103.83,"HAA","Pocillopora"
"2018",36.4,"HAA","Pocillopora"
"2016",112.79,"HAA","Pocillopora"
"2018",274.09,"HAA","Pocillopora"
"2020",359.48,"HAA","Pocillopora"
"2016",23.59,"HAA","Pocillopora"
"2016",151.44,"HAA","Pocillopora"
"2018",442.28,"HAA","Pocillopora"
"2020",4.16,"HAA","Pocillopora"
"2016",73.08,"HAA","Pocillopora"
"2018",70.24,"HAA","Pocillopora"
"2016",19.25,"HAA","Pocillopora"
"2018",52.63,"HAA","Pocillopora"
"2016",15.52,"HAA","Pocillopora"
"2018",52.83,"HAA","Pocillopora"
"2020",84.4,"HAA","Pocillopora"
"2016",26.8,"HAA","Pocillopora"
"2018",49.83,"HAA","Pocillopora"
"2020",27.14,"HAA","Pocillopora"
"2016",2.92,"HAA","Pocillopora"
"2018",25.13,"HAA","Pocillopora"
"2016",5.4,"HAA","Pocillopora"
"2018",34.93,"HAA","Pocillopora"
"2020",60.58,"HAA","Pocillopora"
"2016",7.44,"HAA","Pocillopora"
"2018",25.76,"HAA","Pocillopora"
"2016",2.06,"HAA","Pocillopora"
"2018",16.12,"HAA","Pocillopora"
"2018",3.41,"HAA","Pocillopora"
"2020",26.41,"HAA","Pocillopora"
"2022",27.05,"HAA","Pocillopora"
"2018",2.69,"HAA","Pocillopora"
"2020",19.95,"HAA","Pocillopora"
"2022",46.99,"HAA","Pocillopora"
"2022",3.23,"HAA","Pocillopora"
"2022",7.86,"HAA","Pocillopora"
"2016",29.74,"HAA","Pocillopora"
"2018",101.48,"HAA","Pocillopora"
"2016",24.06,"HAA","Pocillopora"
"2016",400.58,"HAA","Pocillopora"
"2018",997.72,"HAA","Pocillopora"
"2020",538.42,"HAA","Pocillopora"
"2022",364.91,"HAA","Pocillopora"
"2016",6.62,"HAA","Pocillopora"
